Medicine Name,Uses,
Lupila 10 Tablet, Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease,
Lacotide 50 Tablet, Epilepsy/Seizures,
Lupitros-TZ Eye Drop,Treatment of GlaucomaTreatment of Ocular hypertension,
Lulizol Cream,Treatment of Fungal skin infections,
Lamictal 50mg Tablet DT, Epilepsy/Seizures Bipolar disorder,
Lofatin Cream,Treatment of Fungal skin infections,
Luliz 1% Cream,Treatment of Fungal skin infections,
Lamivir 150 Tablet, Chronic hepatitis B virus (HBV) infection,
Lulirx Cream,Treatment of Fungal skin infections,
Lamosyn 50 Tablet, Epilepsy/Seizures Bipolar disorder,
Lamez OD 100 Tablet SR, Epilepsy/Seizures Bipolar disorder,
Luhon Cream,Treatment of Fungal skin infections,
Lulimac Cream,Treatment of Fungal skin infections,
Lupidium Tablet, Diarrhea,
Livoluk Fibre  Granules, Constipation,
Lamosyn 100 Tablet, Epilepsy/Seizures Bipolar disorder,
Lactifem Itch Vaginal Cream Vaginal Cream, Fungal infections,
Lamitor DT 50 Tablet, Epilepsy/Seizures Bipolar disorder,
Luray Cream,Treatment of Fungal skin infections,
Losar Beta-H Tablet, Hypertension (high blood pressure),
Lezyncet-M Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Lorfast MT Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Lozivate-MF Ointment, Eczema Psoriasis,
Laveta 10 Tablet DT,Treatment of Allergic conditions,
Lejet Tablet,Treatment of Allergic conditions,
LzHH Lotion,Treatment of Fungal skin infections,
Lornoxi P Tablet, Pain relief,
Lomela Lite Cream, Melasma,
Levigress 250 Tablet,Treatment of Epilepsy/Seizures,
Lacotide 200mg Tablet, Epilepsy/Seizures,
Lastuss LA Syrup, Dry cough,
Luligee Cream,Treatment of Fungal skin infections,
Losium-H Tablet,Treatment of Hypertension (high blood pressure),
Lacoxa 100mg Tablet, Epilepsy/Seizures,
Lozivate-MF Lotion, Eczema Psoriasis,
Lukotas 10mg Tablet,Prevention of Asthma,
Luliclinz-XL Cream,Treatment of Fungal skin infections,
Lineca Tablet,Treatment of Severe bacterial infections,
Lumacip Plus Cream, Melasma,
Lubricart-D Tablet, Osteoarthritis,
Leptomate 50 Tablet, Epilepsy/SeizuresPrevention of Migraine Lennox–Gastaut syndrome,
Lutiderm Cream,Treatment of Skin conditions with inflammation & itching,
Lenalid 25 Capsule,Treatment of Multiple myelomaTreatment of Myelodysplastic syndrome,
Lyortam 1gm Injection, Severe bacterial infections,
Luliderm Cream,Treatment of Fungal skin infections,
Lubry-GM Tablet, Osteoarthritis,
Lamifin Lotion, Fungal skin infections,
Lupride 4mg Injection,Treatment of Prostate cancerTreatment of EndometriosisTreatment of Uterine fibroidsTreatment of Precocious puberty (premature puberty),
Lipitas 5mg Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Levigress 750 Tablet,Treatment of Epilepsy/Seizures,
Livoluk Oral Solution,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Losanorm 50-H Tablet,Treatment of Hypertension (high blood pressure),
Lovolkem 250mg Tablet,Treatment of Bacterial infections,
Losatan H Tablet,Treatment of Hypertension (high blood pressure),
Lamitor DT 25 Tablet, Epilepsy/Seizures Bipolar disorder,
Lacom-CV 625 Tablet,Treatment of Bacterial infections,
Luliderm Cream,Treatment of Fungal skin infections,
Lamez OD 50  Tablet SR, Epilepsy/Seizures Bipolar disorder,
Lipigo 5 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Lacoset 150 Tablet, Epilepsy/Seizures,
Losanorm 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failure Prevention of heart attack and stroke,
Levemex 500 Tablet,Treatment of Epilepsy/Seizures,
Lethyrox 12.5 Tablet,Treatment of Hypothyroidism,
Lamictal 25mg Dispersible Tablet, Epilepsy/Seizures Bipolar disorder,
Life OK  Eye Drop,Treatment of Allergic eye disease,
Leon 750 Tablet,Treatment of Bacterial infections,
Lumaglo Cream, Melasma,
Lulifin Lotion,Treatment of Fungal skin infections,
Lacne 20 Softgel Capsule,Treatment of Acne,
Limarin 140 Capsule, Chronic liver disease Liver cirrhosis,
Levepsy 1000 Tablet,Treatment of Epilepsy/Seizures,
Leepure Tablet,Treatment of Liver  disease,
Levepsy 250 Tablet,Treatment of Epilepsy/Seizures,
Laxito Plus Liquid,Treatment of Constipation,
Losium 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failure Prevention of heart attack and stroke,
Livafin O 200mg Capsule,Treatment of Fungal infections,
Lacrisol Eye Drop,Treatment of Dry eyes,
Lulisol Cream,Treatment of Fungal skin infections,
Levera XR 1000 Tablet,Treatment of Epilepsy/Seizures,
Levobact 500 Tablet,Treatment of Bacterial infections,
Lipophage 60 Capsule, Obesity,
Lactolook Oral Solution Sugar Free,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Lacrimos Gel,Treatment of Dry eyes,
Lonitab 10 Tablet,Treatment of Hypertension (high blood pressure),
Liketears Plus Eye Drop,Treatment of Dry eyes,
Loprin-DS Tablet,Prevention of Angina (heart-related chest pain)Treatment and prevention of Heart attackTreatment and prevention of Stroke,
Levera DT 500 Tablet,Treatment of Epilepsy/Seizures,
Ludura Lotion,Treatment of Fungal skin infections,
Lidozone  Ear Drop,Treatment of Ear pain,
Lidayn Topical Mint, Local anesthesia (Numb tissues in a specific area),
LN Met 50 Tablet ER, Hypertension (high blood pressure),
Lupiflex 8 Tablet, Pain due to muscle spasm,
Levepsy 500mg Injection,Treatment of Epilepsy/Seizures,
Loram  5 Tablet, Hypertension (high blood pressure),
Lacopsy 50mg Tablet, Epilepsy/Seizures,
Lupitros Eye Drop,Treatment of GlaucomaTreatment of Ocular hypertension,
Levotiz-A Tablet SR,Treatment of Respiratory tract disorders associated with viscid mucus,
Lee Dott Oral Powder,Treatment of Diarrhea,
Lamosyn 25 Tablet, Epilepsy/Seizures Bipolar disorder,
Lacopsy 200 Tablet, Epilepsy/Seizures,
Larentine D 5mg/10mg Tablet, Alzheimer's disease,
Levogastrol OD 75 Tablet SR, Gastroesophageal reflux disease (Acid reflux) Irritable bowel syndrome Heartburn,
Lit M Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Listril Plus Tablet, Hypertension (high blood pressure),
Livafin -O 100 Capsule,Treatment of Fungal infections,
LCF Expectorant, Cough with mucus,
Luly Cream,Treatment of Fungal skin infections,
Lorsaid SD 4 Tablet, Pain relief,
Lamifin Dusting Powder, Fungal skin infections,
Lurafic 40 Tablet, Schizophrenia,
Lucoz Cream,Treatment of Fungal skin infections,
Levigress 1000 Tablet PR,Treatment of Epilepsy/Seizures,
Levolin Plus Syrup Pineapple &amp; Black currant,Treatment of Cough with mucus,
Lupicet Tablet,Treatment of Allergic conditions,
Lacoma T  Eye Drop,Treatment of GlaucomaTreatment of Ocular hypertension,
Lactigol Granules,Treatment of Constipation,
Losanorm 25-H Tablet,Treatment of Hypertension (high blood pressure),
Lzhh-XL Cream,Treatment of Fungal skin infections,
Luramax 80mg Tablet, Schizophrenia,
Levokast Oral Suspension,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Lofatin Lotion,Treatment of Fungal skin infections,
Lupigest 400 Soft Gelatin Capsule, Hormone replacement therapyTreatment of Female infertility,
Lulizol Cream,Treatment of Fungal skin infections,
Lotechek Eye Drop, Redness and swelling in the eye,
Lipicure 5 Tablet, High cholesterolPrevention of Heart attack,
Lacne 10 Capsule,Treatment of Acne,
Lidfast 2% Jelly, Local anesthesia (Numb tissues in a specific area),
Lucazole Cream,Treatment of Fungal skin infections,
Luby Eye Drop,Treatment of Dry eyes,
Levepsy Syrup,Treatment of Epilepsy/Seizures,
LCZ-Mont Kid Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
LCZ-XP Expectorant, Cough with mucus,
Logidruf Lotion,Treatment of Dandruff,
Luprorin 4 Injection,Treatment of Prostate cancerTreatment of EndometriosisTreatment of Uterine fibroidsTreatment of Precocious puberty (premature puberty),
Liv Daily Capsule,Treatment of Nutritional deficiencies,
Lashisma  Solution (3ml Each), Ocular hypertension Glaucoma,
Lulilok Cream,Treatment of Fungal skin infections,
Luliyes Cream,Treatment of Fungal skin infections,
Loparin 60 Injection,Treatment and prevention of Blood clots,
LUCEE CREAM,Treatment of Fungal skin infections,
Lorsaid OD Tablet ER, Pain relief,
Lupidip 5 Tablet,Treatment of Hypertension (high blood pressure)Prevention of Angina (heart-related chest pain),
Lokcid-O Gel Mint Sugar Free, Acidity Stomach ulcers Bloating,
Luliford Cream,Treatment of Fungal skin infections,
L-Trix Cream,Treatment of Fungal skin infections,
Lacotab Syrup, Epilepsy/Seizures,
Lycomerve Capsule, Nutritional deficiencies,
Liz-M Tablet SR,Treatment of Type 2 diabetes mellitus,
Levesam Injection,Treatment of Epilepsy/Seizures,
Levokon-M Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Lupisulin M 50 40IU/ml Injection, Diabetes,
Ledovanc 500 Injection, Severe bacterial infections,
Lupipara 650mg Tablet, Pain reliefTreatment of Fever,
LTK 25mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failure Prevention of heart attack and stroke,
Lametec Kid Tablet DT, Epilepsy/Seizures Bipolar disorder,
Luliz 1% Cream,Treatment of Fungal skin infections,
Lofatin Cream,Treatment of Fungal skin infections,
Lotechek-LS Eye Drop, Redness and swelling in the eye,
Lozapin 100mg Tablet, Schizophrenia,
Liofen 40mg Capsule XL, Muscle relaxation,
Lipophage 120 Capsule, Obesity,
Libset Tablet, Breast cancer,
Losar-CH 12.5 Tablet, Hypertension (high blood pressure),
Levozen M Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Levomil 40 Capsule ER, Depression,
Lupigest 100 Capsule, Hormone replacement therapyTreatment of Female infertility,
Lefuma  20mg Tablet, Rheumatoid arthritis Psoriatic arthritis,
Labaneb Respules (2ml Each), Chronic obstructive pulmonary disease (COPD),
LCFEX-Mont Tablet,Treatment of Sneezing and runny nose due to allergies,
Liviz Tablet,Treatment of Liver  disease,
Lamifin -Forte Tablet, Fungal infections,
Lumecare Advance Carmellose Soothing Eye Drop,Treatment of Dry eyes,
Losacar-A  Tablet, Hypertension (high blood pressure),
Lamez OD 150 Tablet SR, Epilepsy/Seizures Bipolar disorder,
Lobaset 10 Tablet, Muscle relaxation,
Luliporus Cream,Treatment of Fungal skin infections,
Losartas 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failure Prevention of heart attack and stroke,
Lmx Forte 500mg/125mg Tablet,Treatment of Bacterial infections,
LCD 275 Tablet,Treatment of Parkinson's disease,
Lugonist Depot 3.75mg Injection,Treatment of Prostate cancerTreatment of EndometriosisTreatment of Uterine fibroidsTreatment of Precocious puberty (premature puberty),
Lupidip-A Tablet,Treatment of Hypertension (high blood pressure),
Lufen Eye Drop,Treatment of Post-operative eye pain and inflammation,
Lcfex Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,
Luprorin 3.75mg Injection,Treatment of Prostate cancerTreatment of EndometriosisTreatment of Uterine fibroidsTreatment of Precocious puberty (premature puberty),
Leubine Cream,Treatment of Fungal skin infections,
Laformin GV 2mg/500mg/0.2mg Tablet ER,Treatment of Type 2 diabetes mellitus,
Lulirx Cream,Treatment of Fungal skin infections,
Lircetam 500 Tablet,Treatment of Epilepsy/Seizures,
Leveron 500 Tablet,Treatment of Epilepsy/Seizures,
Lamifin 125 DT Tablet, Fungal infections,
Levotiz Tablet,Treatment of Allergic conditions,
Leuprolide 3.75mg Depot One Combipack,Treatment of Prostate cancerTreatment of EndometriosisTreatment of Uterine fibroidsTreatment of Precocious puberty (premature puberty),
Levenue 750 Tablet,Treatment of Epilepsy/Seizures,
Levotiz-M Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Laformin-G 2 Tablet PR,Treatment of Type 2 diabetes mellitus,
Lurastar 40mg Tablet, Schizophrenia,
Logispor 200 Capsule,Treatment of Fungal infections,
Luporal Capsule, Cancer of colon and rectum,
Laformin-G 1 Tablet PR,Treatment of Type 2 diabetes mellitus,
Lilituf Cream,Treatment of Fungal skin infections,
Lifotonin Tablet,Treatment of InsomniaTreatment of Jet lag,
Levenue 250 Tablet,Treatment of Epilepsy/Seizures,
Lactopil Oral Solution,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Letsure 2.5 Tablet,Treatment of Breast cancerTreatment of Infertility due to anovulation,
Lipril-H Tablet, Hypertension (high blood pressure),
Lulimac XL Lotion,Treatment of Fungal skin infections,
Lastuss-D Syrup,Treatment of Dry cough,
Levetas 500mg Tablet,Treatment of Epilepsy/Seizures,
Lignoace Oral Topical Solution,Treatment of Inflammation of gums Local anesthesia (Numb tissues in a specific area),
Lcfex 180 Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,
Lovax OD 600 Tablet ER, Epilepsy/Seizures,
Leukocel 500mg Capsule, Head and neck cancer Sickle cell anemia,
Lacotide 150mg Tablet, Epilepsy/Seizures,
Levigress Syrup,Treatment of Epilepsy/Seizures,
Levilex 250 Tablet,Treatment of Epilepsy/Seizures,
Lumycan Cream,Treatment of Fungal skin infections,
Luliclin Cream,Treatment of Fungal skin infections,
Lupimon FX 10mg/120mg Tablet,Treatment of Sneezing and runny nose due to allergies,
Lumycan Cream,Treatment of Fungal skin infections,
Lurace 40mg Tablet, Schizophrenia,
Lamitor OD 25 Tablet SR, Epilepsy/Seizures Bipolar disorder,
LzHH Cream,Treatment of Fungal skin infections,
Lulirx Spray,Treatment of Fungal skin infections,
Lenalid 5 Capsule,Treatment of Multiple myelomaTreatment of Myelodysplastic syndrome,
Laxitas Laxative Vanilla Sugar Free,Treatment of Constipation,
Lurata 80 Tablet, Schizophrenia,
Lamez OD 25 Tablet SR, Epilepsy/Seizures Bipolar disorder,
Lamepil 50 Tablet, Epilepsy/Seizures Bipolar disorder,
Lithic 400mg Tablet SR, Mania Bipolar disorder,
Lioresal 25 Tablet, Muscle relaxation,
Lutica Cream,Treatment of Skin conditions with inflammation & itching,
LCZ-Mont Suspension,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Lulibrut Lotion,Treatment of Fungal skin infections,
Lax 3 Oral Suspension Sugar Free,Treatment of Constipation,
Lulinext Cream,Treatment of Fungal skin infections,
Lapcort 1% Cream,Treatment of Eczema Severe allergic reactionsTreatment of Allergic conditionsTreatment of CancerTreatment of Skin disordersTreatment of Eye disorders,
Liponorm 5mg Tablet, High cholesterolPrevention of Heart attack,
Lacsyp  Syrup, Constipation,
Levtam 500 Tablet,Treatment of Epilepsy/Seizures,
Luliclinz Cream,Treatment of Fungal skin infections,
Lupitros-T Eye Drop,Treatment of GlaucomaTreatment of Ocular hypertension,
Loram  2.5 Tablet, Hypertension (high blood pressure),
Levroxa 250mg Tablet,Treatment of Epilepsy/Seizures,
Lezyncet A Tablet, Cough,
Lanfil DX 60 Capsule MR, Heartburn Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease,
Losartas 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failure Prevention of heart attack and stroke,
Lulibet Cream,Treatment of Fungal skin infections,
Lulirx Spray,Treatment of Fungal skin infections,
Lulinext Lotion Spray,Treatment of Fungal skin infections,
Lulihalt Cream,Treatment of Fungal skin infections,
Leptomate 100 Tablet, Epilepsy/SeizuresPrevention of Migraine Lennox–Gastaut syndrome,
Levialfa 500 Tablet,Treatment of Epilepsy/Seizures,
Lulilok Soap,Treatment of Fungal skin infections,
Lozapin 50mg Tablet, Schizophrenia,
Laxiwal Solution,Treatment of ConstipationTreatment of Hepatic encephalopathy,
LT-Mac Cream,Treatment of Fungal skin infections,
Losatan 50mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failure Prevention of heart attack and stroke,
Ludura Cream,Treatment of Fungal skin infections,
Lipicure CF 10 Capsule IR,Treatment of High cholesterolPrevention of Heart attack,
Lue 20 Cream,Treatment of Fungal skin infections,
Lamepil 100 Tablet, Epilepsy/Seizures Bipolar disorder,
L-Sys Topical Solution,Treatment of Fungal skin infections,
Lulibest 1% Cream,Treatment of Fungal skin infections,
Lulipex 1% Cream,Treatment of Fungal skin infections,
Lupila-D Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Lupizol Cream,Treatment of Fungal skin infections,
Lowprost Eye Drop, Ocular hypertension Glaucoma,
Levomil 20 Capsule ER, Depression,
Lurakem 40 Tablet, Schizophrenia,
Lipisafe CV 20 Capsule, Heart attack prevention and high cholesterol,
Lilituf Lotion,Treatment of Fungal skin infections,
Levexx 250 Tablet,Treatment of Epilepsy/Seizures,
Levilex 750 Tablet,Treatment of Epilepsy/Seizures,
Lurafic 80mg Tablet, Schizophrenia,
Lotak-A Tablet, Hypertension (high blood pressure),
Lipril AM Tablet, Hypertension (high blood pressure),
Lulilok Cream,Treatment of Fungal skin infections,
Loxapax 25mg Capsule,Treatment of SchizophreniaTreatment of DepressionTreatment of Bipolar disorder,
Levepsy XR 500 Tablet,Treatment of Epilepsy/Seizures,
Lamepil MR 100 Tablet, Epilepsy/Seizures Bipolar disorder,
Laconext 150 Tablet, Epilepsy/Seizures,
Lustre C Cream,Treatment of Acne,
Lapezil 10 Tablet, Alzheimer's disease,
Lulipil Soap,Treatment of Fungal skin infections,
Lucipro 500mg Tablet,Treatment of Bacterial infections,
Levemex Syrup,Treatment of Epilepsy/Seizures,
Lofatin Cream,Treatment of Fungal skin infections,
Levenig 500 Tablet,Treatment of Epilepsy/Seizures,
Lulibest-XL Cream,Treatment of Fungal skin infections,
Luliyes Cream,Treatment of Fungal skin infections,
Levroxa 750mg Tablet,Treatment of Epilepsy/Seizures,
Liconpride Cream,Treatment of Fungal skin infections,
Levilex 1000 Tablet,Treatment of Epilepsy/Seizures,
Limcor Chewable Tablet Orange,Treatment of Vitamin C deficiency,
Limcor Chewable Tablet Orange,Treatment of Vitamin C deficiency,
Livastat-EZ Tablet, High cholesterol,
Loreb-DSR Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Levenue ER 1000 Tablet,Treatment of Epilepsy/Seizures,
Livcare Syrup,Treatment of Indigestion,
Lifepill 3 Capsule ER, High blood pressure with high cholesterol,
leocan 150mg Tablet,Treatment of Fungal infections,
Lumiza 1% Cream,Treatment of Fungal skin infections,
Lamifin Cream, Fungal skin infections,
Lutriben Cream,Treatment of Fungal skin infections,
Levtam 250 Tablet,Treatment of Epilepsy/Seizures,
Lexadep 10 Tablet,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,
L-Trix Cream,Treatment of Fungal skin infections,
Laxan Oral Solution,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Lulijen Cream,Treatment of Fungal skin infections,
Lotensyl AT Tablet, Hypertension (high blood pressure),
Lignopar Gel, Local anesthesia (Numb tissues in a specific area),
Lucimac Cream,Treatment of Fungal skin infections,
Levrom-M Syrup,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Levocaa 10 Tablet,Treatment of Allergic conditions,
Lacripex Eye Drop,Treatment of Dry eyes,
Lacripex Eye Drop,Treatment of Dry eyes,
L-Bakterie OZ Oral Suspension, Diarrhea Dysentery,
L-Bakterie OZ Oral Suspension, Diarrhea Dysentery,
Myezom 2mg Injection, Multiple myeloma Mantle-cell lymphoma,
Meftal-Spas Tablet,Treatment of Menstrual painTreatment of Abdominal cramp,
Moxicip Eye Drop,Treatment of Bacterial eye infections,
Montek LC Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Metrogyl 400 Tablet,Treatment of Bacterial infectionsTreatment of Parasitic infections,
Manforce 100mg Tablet,Treatment of Erectile dysfunction,
Montair-LC Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Meftal-P Suspension, Pain relief,
Mahaflox Eye Drop,Treatment of Bacterial eye infections,
Monocef-O 200 Tablet,Treatment of Bacterial infections,
Moxikind-CV 625 Tablet,Treatment of Bacterial infections,
Meftal-Forte Tablet, Pain reliefTreatment of Fever,
Mosi Eye Drop,Treatment of Bacterial eye infections,
Monocef 1gm Injection,Treatment of Bacterial infections,
Mucaine Gel Mint Sugar Free,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Maxtra Syrup,Treatment of Common cold,
Moximax D Eye Drop,Treatment of Bacterial eye infections,
Montina-L Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Mucinac 600 Effervescent Tablet Orange Sugar Free,Treatment of Paracetamol toxicity,
Monticope Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Meganeuron OD Plus Capsule,Treatment of Vitamin & mineral deficiency,
Meprate 10mg Tablet,Treatment of AmenorrheaTreatment of Abnormal uterine bleedingTreatment of Endometriosis,
Montair LC Kid Syrup,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Moxicip D Eye Drop,Treatment of Bacterial eye infections,
Mobizox Tablet,Treatment of Pain due to muscle spasm,
Megalis 20 Tablet,Treatment of Erectile dysfunctionTreatment of Pulmonary arterial hypertension (PAH),
Manforce 50mg Tablet,Treatment of Erectile dysfunction,
Myospaz Forte Tablet,Treatment of Pain due to muscle spasm,
Montas-L Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Met XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Milflox 0.5% Eye Drop,Treatment of Bacterial eye infections,
Medrol 4mg Tablet,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Mezol Eye Drop, Allergic eye disease,
Manforce Staylong Tablet,Treatment of Premature ejaculation,
Moxicip KT Eye Drop,Treatment of Bacterial eye infections,
Meftal 500 Tablet, Pain relief,
Methycobal Tablet,Treatment of Pernicious Anemia Vitamin B12 deficiency,
Moxclav 625 Tablet,Treatment of Bacterial infections,
Mega-CV 625 Tablet,Treatment of Bacterial infections,
Monocef-O CV 200/125 Tablet,Treatment of Respiratory tract infection,
Mahaflox-LP Eye Drop,Treatment of Eye infection with inflammation,
Mucolite Syrup,Treatment of Respiratory tract disorders associated with viscid mucus,
Myospas Tablet,Treatment of Pain due to muscle spasm,
Mox CV 625 Tablet,Treatment of Bacterial infections,
Meftagesic-DS Suspension, Pain reliefTreatment of Fever,
Moxiford Eye Drop,Treatment of Bacterial eye infections,
Myoril 4mg Capsule, Muscle relaxation,
Maxtra Oral Drops,Treatment of Common cold,
Mox 500mg Capsule,Treatment of Bacterial infections,
Minipress XL 5mg Tablet,Treatment of Hypertension (high blood pressure)Treatment of Heart failureTreatment of Benign prostatic hyperplasia,
Mucopain Gel, Local anesthesia (Numb tissues in a specific area),
Mondeslor Tablet, Sneezing and runny nose due to allergies,
Megalis 10 Tablet,Treatment of Erectile dysfunctionTreatment of Pulmonary arterial hypertension (PAH),
Mahacef 200 Tablet,Treatment of Bacterial infections,
Monocef-SB 1g Injection, Bacterial infections,
Megapen Capsule,Treatment of Bacterial infections,
Macbery Syrup Strawberry Sugar Free,Treatment of Cough,
Methergin Tablet, Post-delivery bleeding,
Martifur MR 100mg Tablet,Treatment of Bacterial infections of urinary tract,
Melamet Cream,Treatment of Melasma,
Meloset Tablet,Treatment of InsomniaTreatment of Jet lag,
Mintop Forte 5% Minoxidil Solution,Treatment of Hair loss,
Martifur Tablet,Treatment of Bacterial infections of urinary tract,
Metrogyl Suspension,Treatment of Bacterial infectionsTreatment of Parasitic infections,
Met XL 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
ME 12 OD Tablet ER,Treatment of Nutritional deficiencies,
M.V.I. Injection, Nutritional deficiencies,
Monticope Suspension,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Metosartan 50 Tablet ER,Treatment of Hypertension (high blood pressure),
Mucolite Drops,Treatment of Cough with mucusTreatment of Acute Sore throatTreatment of Respiratory tract disorders associated with viscid mucus,
Melacare Cream,Treatment of Melasma,
Movexx SP Tablet, Pain relief,
Microdox-LBX Capsule,Treatment of Bacterial infections,
Moxigram Eye Drop,Treatment of Bacterial eye infections,
Montair 10 Tablet,Prevention of Asthma,
Momate-F Cream,Treatment of Skin conditions with inflammation & itching,
Montek BL Tablet,Treatment of Allergic conditions,
Metrogyl-P 2% Ointment,Treatment of Wound infection,
Monocef-O 50 Oral Suspension,Treatment of Bacterial infections,
Myotop-P Tablet, Pain due to muscle spasm,
Metrogyl DG Forte Gel,Treatment of Mouth infection,
Modula Tablet,Treatment of Erectile dysfunction,
Moxikind-CV Dry Syrup,Treatment of Resistance Tuberculosis (TB)Treatment of Bacterial infections,
Medrol 8mg Tablet,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,
Moisol Eye Drop, Dry eyes,
Medisalic Ointment,Treatment of EczemaTreatment of Psoriasis,
Mefkind-DS Suspension, Pain reliefTreatment of Fever,
Maxtra P  Syrup,Treatment of Common cold,
Mikacin 500mg Injection, Bacterial infections,
Macpod 200 Tablet,Treatment of Bacterial infections,
Moxigram LX Eye Drop,Treatment of Eye infection with inflammation,
Montemac-L Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Mirago 25 Tablet ER,Treatment of Overactive bladder (OAB) symptoms,
Montina-L Syrup,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Meftal-P Dispersible Tablet, Pain relief,
Metaspray Nasal Spray,Treatment and prevention of Sneezing and runny nose due to allergiesTreatment of Nasal congestion (blocked nose)Treatment of Nasal polyps,
Metosartan 25 Tablet ER,Treatment of Hypertension (high blood pressure),
Mahaflox KT Eye Drop,Treatment of Bacterial eye infections,
Metrogyl ER Tablet,Treatment of Bacterial infectionsTreatment of Parasitic infections,
Moximax-KT Eye Drop,Treatment of Bacterial eye infections,
Moxiblu-D Eye Drop,Treatment of Bacterial eye infections,
Mucolite Tablet,Treatment of Respiratory tract disorders associated with viscid mucus,
Mirago 50 Tablet ER,Treatment of Overactive bladder (OAB) symptoms,
Macbery Junior  Expectorant,Treatment of Cough with mucus,
Migranil EC 1mg/100mg Tablet, Migraine,
Monocef-O 100 Powder for Oral Suspension,Treatment of Bacterial infections,
Mahagaba-M 75 Capsule,Treatment of Neuropathic pain,
Montecip LC Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Metrogyl Injection,Treatment of Bacterial infectionsTreatment of Parasitic infections,
Macbery-XT Expectorant Sugar Free,Treatment of Cough with mucus,
Mesacol OD Tablet PR, Ulcerative colitis Crohn’s disease,
Myotop 150 Tablet, Muscle relaxation,
Montek AB Tablet SR,Treatment and prevention of Chronic obstructive pulmonary disease (COPD)Treatment of Sneezing and runny nose due to allergies,
